,ID,Prompt,Representations,Auto_assessment,Task,Task_specific_label,img2img_instructions,Linked_prompts
1231,1232,"frog, fridge","frog, fridge",True,Multiple objects,,,"2089,2198"
1232,1233,"helicopter, airplane","helicopter, airplane",True,Multiple objects,,,"1874,1897"
1233,1234,"fireplace, sea sponge, screwdriver","fireplace, sea sponge, screwdriver",True,Multiple objects,,,"1957,2190,1871"
1234,1235,"banana, kiwi, knife","banana, kiwi, knife",True,Multiple objects,,,"1863,1840,1836"
1235,1236,"salmon, microphone, ice","salmon, microphone, ice",True,Multiple objects,,,"2202,2203,2204"
1236,1237,"newspaper, book, pencil","newspaper, book, pencil",True,Multiple objects,,,"2149,1924,1872"
1237,1238,"garbage, rope, lettuce","garbage, rope, lettuce",True,Multiple objects,,,"2205,2206,2207"
1238,1239,"drill, shelf, screw","drill, shelf, screw",True,Multiple objects,,,"2208,2209,2186"
1239,1240,"notebook, trousers, barbecue","notebook, trousers, barbecue",True,Multiple objects,,,"2155,2210,2211"
1240,1241,"dryer, iron, pan","dryer, iron, pan",True,Multiple objects,,,"2212,2213,2179"
1241,1242,"cheese, sweater, parrot","cheese, sweater, parrot",True,Multiple objects,,,"2180,2214,2012"
1242,1243,"broom, vacuum, bin","broom, vacuum, bin",True,Multiple objects,,,"2215,2216,2217"
1243,1244,"pheasant, ladder, brush","pheasant, ladder, brush",True,Multiple objects,,,"2218,1850,2100"
1244,1245,"grape, nut, cutting board","grape, nut, cutting board",True,Multiple objects,,,"2219,2220,2221"
1245,1246,"blanket, fish, soil","blanket, fish, soil",True,Multiple objects,,,"1802,1821,2222"
1246,1247,"pot, spathetti, oil","pot, spathetti, oil",True,Multiple objects,,,"2223,2224,2225"
1247,1248,"conditioner, nail, chipmunk","conditioner, nail, chipmunk",True,Multiple objects,,,"2175,2105,2009"
1248,1249,"brick, shovel, glove","brick, shovel, glove",True,Multiple objects,,,"1860,2226,2227"
1249,1250,"cable, key, bat","cable, key, bat",True,Multiple objects,,,"2228,2229,2140"
1250,1251,"card, envelope, ink","card, envelope, ink",True,Multiple objects,,,"2230,2165,2231"
1251,1252,"hamster, sink, buzzard","hamster, sink, buzzard",True,Multiple objects,,,"2082,1905,2232"
1252,1253,"juicer, grapefruit, lemon","juicer, grapefruit, lemon",True,Multiple objects,,,"2177,2233,1828"
1253,1254,"bench, turtle, dragon","bench, turtle, dragon",True,Multiple objects,,,"1893,2055,1862"
1254,1255,"blanket, pillow, mattress","blanket, pillow, mattress",True,Multiple objects,,,"1802,1816,2234"
1255,1256,"truck, apple, albatross","truck, apple, albatross",True,Multiple objects,,,"1918,1825,1997"
1256,1257,"bike, helmet, lock","bike, helmet, lock",True,Multiple objects,,,"2110,2235,2236"
1257,1258,"trombone, chili, glasses","trombone, chili, glasses",True,Multiple objects,,,"2237,2238,2199"
1258,1259,"wall, poster, clock","wall, poster, clock",True,Multiple objects,,,"2125,2152,1875"
1259,1260,"printer, giraffe, basket","printer, giraffe, basket",True,Multiple objects,,,"2239,1865,2240"
1260,1261,"sofa, table, loudspeaker","sofa, table, loudspeaker",True,Multiple objects,,,"2118,1952,2241"
1261,1262,"starfish, gecko, ostrich","starfish, gecko, ostrich",True,Multiple objects,,,"2188,2242,2243"
1262,1263,"elephant, tree, giraffe","elephant, tree, giraffe",True,Multiple objects,,,"1838,1835,1865"
1263,1264,"suitcase, watch, badger","suitcase, watch, badger",True,Multiple objects,,,"1925,2004,2244"
1264,1265,"umbrella, jacket, glove","umbrella, jacket, glove",True,Multiple objects,,,"1907,2245,2227"
1265,1266,"buzzard, grape, watch","buzzard, grape, watch",True,Multiple objects,,,"2232,2219,2004"
1266,1267,"ipod, earphones, book, bag","ipod, earphones, book, bag",True,Multiple objects,,,"2246,2247,1924,1996"
1267,1268,"chocolate, keyboard, tea, seagull","chocolate, keyboard, tea, seagull",True,Multiple objects,,,"2248,1895,2249,2005"
1268,1269,"cake, knife, cupcake, coffee","cake, knife, cupcake, coffee",True,Multiple objects,,,"1892,1836,2250,2251"
1269,1270,"juicer, tub, fan, shelf","juicer, tub, fan, shelf",True,Multiple objects,,,"2177,2252,2253,2209"
1270,1271,"horse, donkey, dog, cat","horse, donkey, dog, cat",True,Multiple objects,,,"2048,2254,1846,1847"
1271,1272,"chicken, shower, smartphone, teapot","chicken, shower, smartphone, teapot",True,Multiple objects,,,"2038,2255,2070,2097"
1272,1273,"screen, keyboard, mug, pen","screen, keyboard, mug, pen",True,Multiple objects,,,"2256,1895,1805,2000"
1273,1274,"scarf, fan, ball, shrimp","scarf, fan, ball, shrimp",True,Multiple objects,,,"1884,2253,2257,2258"
1274,1275,"flour, bowl, oven, spoon","flour, bowl, oven, spoon",True,Multiple objects,,,"2259,1903,2146,1861"
1275,1276,"cake, basket, polar bear, desk","cake, basket, polar bear, desk",True,Multiple objects,,,"1892,2240,2129,1855"
1276,1277,"dryer, washing machine, basket, sock","dryer, washing machine, basket, sock",True,Multiple objects,,,"2212,2260,2240,2261"
1277,1278,"dolphin, toucan, owl, sculpture","dolphin, toucan, owl, sculpture",True,Multiple objects,,,"2053,2262,1844,1881"
1278,1279,"vase, flower, table, chair","vase, flower, table, chair",True,Multiple objects,,,"1943,1986,1952,1894"
1279,1280,"dog, shampoo, juice, rope","dog, shampoo, juice, rope",True,Multiple objects,,,"1846,2194,2263,2206"
1280,1281,"lion, monkey, tiger, giraffe","lion, monkey, tiger, giraffe",True,Multiple objects,,,"2073,2084,2077,1865"
1281,1282,"cake, ipod, magazine, soap","cake, ipod, magazine, soap",True,Multiple objects,,,"1892,2246,2264,2265"
1282,1283,"cloth, bucket, broom, glove","cloth, bucket, broom, glove",True,Multiple objects,,,"2266,2267,2215,2227"
1283,1284,"glue, guinea pig, remote, kiwi","glue, guinea pig, remote, kiwi",True,Multiple objects,,,"2195,2268,1914,1840"
1284,1285,"wood, saw, axe, shovel","wood, saw, axe, shovel",True,Multiple objects,,,"2269,2068,2270,2226"
1285,1286,"monkey, laundry basket, alligator, purse","monkey, laundry basket, alligator, purse",True,Multiple objects,,,"2084,2271,2272,2273"
1286,1287,"fridge, ham, milk, salad","fridge, ham, milk, salad",True,Multiple objects,,,"2198,2274,2275,2061"
1287,1288,"flower, sandals, chainsaw, toothpaste","flower, sandals, chainsaw, toothpaste",True,Multiple objects,,,"1986,2276,2277,2278"
1288,1289,"present, tree, candle, cookie","present, tree, candle, cookie",True,Multiple objects,,,"2279,1835,1877,2126"
1289,1290,"noodle, dove, deodorant, buffalo","noodle, dove, deodorant, buffalo",True,Multiple objects,,,"2280,1818,2281,2282"
1290,1291,"glassware, can opener, pot, chili","glassware, can opener, pot, chili",True,Multiple objects,,,"2283,2284,2223,2238"
1291,1292,"dollar, shrimp, box, starfish","dollar, shrimp, box, starfish",True,Multiple objects,,,"2285,2258,2286,2188"
1292,1293,"flute, trumpet, drum, cello","flute, trumpet, drum, cello",True,Multiple objects,,,"2287,2288,1879,2196"
1293,1294,"raspberry, lighter, meatball, chili","raspberry, lighter, meatball, chili",True,Multiple objects,,,"2289,2290,2291,2238"
1294,1295,"sunscreen, towel, book, umbrella","sunscreen, towel, book, umbrella",True,Multiple objects,,,"2292,2193,1924,1907"
1295,1296,"grater, strawberry, sunglasses, jellyfish","grater, strawberry, sunglasses, jellyfish",True,Multiple objects,,,"2293,1801,2294,2295"
1296,1297,"rollerblade, skateboard, helmet, backpack","rollerblade, skateboard, helmet, backpack",True,Multiple objects,,,"2296,1899,2235,1942"
1297,1298,"hose, shoe, panther, macaroni","hose, shoe, panther, macaroni",True,Multiple objects,,,"2297,1991,2298,2299"
1298,1299,"printer, screen, pencil, keyboard","printer, screen, pencil, keyboard",True,Multiple objects,,,"2239,2256,1872,1895"
1299,1300,"tape, chewing gum, paper clip, deer","tape, chewing gum, paper clip, deer",True,Multiple objects,,,"2300,2301,2302,2013"
1300,1301,three books and twice as many backpacks,"book, backpack",True,Controlled arithmetic,"3,6",,"1924,1942"
1301,1302,three spoons and twice as many bowls,"spoon, bowl",True,Controlled arithmetic,"3,6",,"1861,1903"
1302,1303,three hats and twice as many shoes,"hat, shoe",True,Controlled arithmetic,"3,6",,"2003,1991"
1303,1304,three toothbrushes and twice as many donuts,"toothbrush, donut",True,Controlled arithmetic,"3,6",,"1813,1927"
1304,1305,three oranges and twice as many apples,"orange, apple",True,Controlled arithmetic,"3,6",,"2045,1825"
1305,1306,three cups and twice as many bottles,"cup, bottle",True,Controlled arithmetic,"3,6",,"1885,1934"
1306,1307,three remotes and twice as many carrots,"remote, carrot",True,Controlled arithmetic,"3,6",,"1914,1906"
1307,1308,three birds and twice as many umbrellas,"bird, umbrella",True,Controlled arithmetic,"3,6",,"1837,1907"
1308,1309,three fire hydrants and twice as many sandwiches,"fire hydrant, sandwich",True,Controlled arithmetic,"3,6",,"1923,1939"
1309,1310,three surfboards and twice as many cows,"surfboard, cow",True,Controlled arithmetic,"3,6",,"1928,1889"
1310,1311,six books and twice as many backpacks,"book, backpack",True,Controlled arithmetic,"6,12",,"1924,1942"
1311,1312,six spoons and twice as many bowls,"spoon, bowl",True,Controlled arithmetic,"6,12",,"1861,1903"
1312,1313,six hats and twice as many shoes,"hat, shoe",True,Controlled arithmetic,"6,12",,"2003,1991"
1313,1314,six toothbrushes and twice as many donuts,"toothbrush, donut",True,Controlled arithmetic,"6,12",,"1813,1927"
1314,1315,six oranges and twice as many apples,"orange, apple",True,Controlled arithmetic,"6,12",,"2045,1825"
1315,1316,six cups and twice as many bottles,"cup, bottle",True,Controlled arithmetic,"6,12",,"1885,1934"
1316,1317,six remotes and twice as many carrots,"remote, carrot",True,Controlled arithmetic,"6,12",,"1914,1906"
1317,1318,six birds and twice as many umbrellas,"bird, umbrella",True,Controlled arithmetic,"6,12",,"1837,1907"
1318,1319,six fire hydrants and twice as many sandwiches,"fire hydrant, sandwich",True,Controlled arithmetic,"6,12",,"1923,1939"
1319,1320,six surfboards and twice as many cows,"surfboard, cow",True,Controlled arithmetic,"6,12",,"1928,1889"
1320,1321,two books and three times as many backpacks,"book, backpack",True,Controlled arithmetic,"2,6",,"1924,1942"
1321,1322,two spoons and three times as many bowls,"spoon, bowl",True,Controlled arithmetic,"2,6",,"1861,1903"
1322,1323,two hats and three times as many shoes,"hat, shoe",True,Controlled arithmetic,"2,6",,"2003,1991"
1323,1324,two toothbrushes and three times as many donuts,"toothbrush, donut",True,Controlled arithmetic,"2,6",,"1813,1927"
1324,1325,two oranges and three times as many apples,"orange, apple",True,Controlled arithmetic,"2,6",,"2045,1825"
1325,1326,two cups and three times as many bottles,"cup, bottle",True,Controlled arithmetic,"2,6",,"1885,1934"
1326,1327,two remotes and three times as many carrots,"remote, carrot",True,Controlled arithmetic,"2,6",,"1914,1906"
1327,1328,two birds and three times as many umbrellas,"bird, umbrella",True,Controlled arithmetic,"2,6",,"1837,1907"
1328,1329,two fire hydrants and three times as many sandwiches,"fire hydrant, sandwich",True,Controlled arithmetic,"2,6",,"1923,1939"
1329,1330,two surfboards and three times as many cows,"surfboard, cow",True,Controlled arithmetic,"2,6",,"1928,1889"
1330,1331,four books and three times as many backpacks,"book, backpack",True,Controlled arithmetic,"4,12",,"1924,1942"
1331,1332,four spoons and three times as many bowls,"spoon, bowl",True,Controlled arithmetic,"4,12",,"1861,1903"
1332,1333,four hats and three times as many shoes,"hat, shoe",True,Controlled arithmetic,"4,12",,"2003,1991"
1333,1334,four toothbrushes and three times as many donuts,"toothbrush, donut",True,Controlled arithmetic,"4,12",,"1813,1927"
1334,1335,four oranges and three times as many apples,"orange, apple",True,Controlled arithmetic,"4,12",,"2045,1825"
1335,1336,four cups and three times as many bottles,"cup, bottle",True,Controlled arithmetic,"4,12",,"1885,1934"
1336,1337,four remotes and three times as many carrots,"remote, carrot",True,Controlled arithmetic,"4,12",,"1914,1906"
1337,1338,four birds and three times as many umbrellas,"bird, umbrella",True,Controlled arithmetic,"4,12",,"1837,1907"
1338,1339,four fire hydrants and three times as many sandwiches,"fire hydrant, sandwich",True,Controlled arithmetic,"4,12",,"1923,1939"
1339,1340,four surfboards and three times as many cows,"surfboard, cow",True,Controlled arithmetic,"4,12",,"1928,1889"
1340,1341,two books and four times as many backpacks,"book, backpack",True,Controlled arithmetic,"2,8",,"1924,1942"
1341,1342,two spoons and four times as many bowls,"spoon, bowl",True,Controlled arithmetic,"2,8",,"1861,1903"
1342,1343,two hats and four times as many shoes,"hat, shoe",True,Controlled arithmetic,"2,8",,"2003,1991"
1343,1344,two toothbrushes and four times as many donuts,"toothbrush, donut",True,Controlled arithmetic,"2,8",,"1813,1927"
1344,1345,two oranges and four times as many apples,"orange, apple",True,Controlled arithmetic,"2,8",,"2045,1825"
1345,1346,two cups and four times as many bottles,"cup, bottle",True,Controlled arithmetic,"2,8",,"1885,1934"
1346,1347,two remotes and four times as many carrots,"remote, carrot",True,Controlled arithmetic,"2,8",,"1914,1906"
1347,1348,two birds and four times as many umbrellas,"bird, umbrella",True,Controlled arithmetic,"2,8",,"1837,1907"
1348,1349,two fire hydrants and four times as many sandwiches,"fire hydrant, sandwich",True,Controlled arithmetic,"2,8",,"1923,1939"
1349,1350,two surfboards and four times as many cows,"surfboard, cow",True,Controlled arithmetic,"2,8",,"1928,1889"
1350,1351,six books and half as many backpacks,"book, backpack",True,Controlled arithmetic,"6,3",,"1924,1942"
